ID	Name	_CATEGORY	UiID	Genre	SubType	DetailType	Quality	Price	BindType	MaxExistTime	MaxExistAmount	MaxDurability	CanStack	CanConsume	CanTrade	CanDestroy	ScriptName	SkillID	SkillLevel	_LEVEL	CoolDownID	RequireLevel	RequireProfessionID	RequireProfessionBranch	RequireProfessionLevel	RequireGender	CanUseOnHorse	CanUseInFight	CanGoodCampUse	CanEvilCampUse	CanNeutralCampUse	AucGenre	AucSubType	RequireForce	RequireCamp	TargetType	Prefix	Postfix	EnchantID	BoxID	ExistType	MapBanUseItemMask	IgnoreBindMask	BelongForceMask
11659	25人英雄荻花圣殿瑰石·天健	仙人指路	69673	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11660	25人英雄荻花圣殿瑰石·天暗	仙人指路	69674	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11661	25人英雄荻花圣殿瑰石·天佑	仙人指路	69675	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11662	25人英雄荻花圣殿瑰石·天空	仙人指路	69676	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11663	25人英雄荻花圣殿瑰石·天速	仙人指路	69677	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11664	25人英雄荻花圣殿瑰石·天异	仙人指路	69678	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11665	25人英雄荻花圣殿瑰石·天煞	仙人指路	69679	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11666	25人英雄荻花圣殿瑰石·天微	仙人指路	69680	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11667	25人英雄荻花圣殿瑰石·天究	仙人指路	69681	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11668	25人英雄荻花圣殿瑰石·天退	仙人指路	69682	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11669	25人英雄荻花圣殿瑰石·天寿	仙人指路	69683	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11670	25人英雄荻花圣殿瑰石·天剑	仙人指路	69684	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11671	25人英雄荻花圣殿瑰石·天平	仙人指路	69685	3	0		4		1		0	1	0	1	0	1	scripts\Map\帮会领地\item\仙人指路.lua															14	1		7									
11672	辰龙·馈岁	节日春节	69687	3	0	0	2	0	3	0	2	2	1	1	0	1	scripts\Craft\附魔道具使用.lua	5501	1	20	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11673	辰龙·别岁	节日春节	69688	3	0	0	2	0	3	0	2	2	1	1	0	1	scripts\Craft\附魔道具使用.lua	5501	1	20	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11674	辰龙·分岁	节日春节	69689	3	0	0	2	0	3	0	2	2	1	1	0	1	scripts\Craft\附魔道具使用.lua	5501	1	20	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11675	辰龙·守岁	节日春节	69690	3	0	0	2	0	3	0	2	2	1	1	0	1	scripts\Craft\附魔道具使用.lua	5501	1	20	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11676	隐元秘宝·朝威暮贡	世界通用	69691	3	0	0	3	0	3	0	0	20	1	1	0	1	scripts/Craft/item/货币值兑换货币上限.lua	0	0	20	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11677	隐元秘宝·朝贡暮威	世界通用	69692	3	0	0	3	0	3	0	0	20	1	1	0	1	scripts/Craft/item/货币值兑换货币上限.lua	0	0	20	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11678	龙言乱语	节日春节	69693	3	0	0	3	10000	3	0	0	1	0	0	1	1		0	0	20	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11679	年糕	节日春节	69694	3	0	0	2	0	3	0	0	20	1	1	0	1	scripts\Map\节日春节\item\年糕.lua			20	146	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11680	龙魂笛	节日春节	69695				4	2012	3	1487545199	1		0				scripts\Map\节日春节\item\龙魂笛.lua				138																				4			
11681	舞狮	节日春节	69696				4	2012	3	1487545199	20	20		1			scripts\Map\节日春节\item\舞狮.lua				255																				4			
11682	金条	节日春节	69697	3	0		2	100000	3	2592000	200	200	1	1	1	1																20	2		7						3			
11683	金块	节日春节	69698	3	0		2	500000	3	2592000	200	200	1	1	1	1																20	2		7						3			
11684	金砖	节日春节	69699	3	0		3	1000000	3	2592000	100	100	1	1	1	1																20	2		7						3			
11685	金元宝	节日春节	69700	3	0		4	10000000	3	2592000	20	20	1	1	1	1																20	2		7						3			
11686	纳福包装纸(作废)	节日春节	69701				2	70000		1423436400		200		1			scripts\Map\节日春节\item\包装纸.lua	5501	1																						4			
11687	喜地包装纸(作废)	节日春节	69702				3	870000		1423436400		200		1			scripts\Map\节日春节\item\包装纸.lua	5501	1		144																				4			
11688	欢天包装纸(作废)	节日春节	69703				4	8870000		1423436400		20		1			scripts\Map\节日春节\item\包装纸.lua	5501	1		144																				4			
11689	翔舞包装纸(作废)	节日春节	69704				4	20140000		1423436400		20		1			scripts\Map\节日春节\item\包装纸.lua	5501	1		144																				4			
11690	纳福包装纸(作废)	节日春节	69705				2	70000		1423436400		200		1																											4			
11691	喜地包装纸(作废)	节日春节	69706				3	870000		1423436400		200		1							144																				4			
11692	欢天包装纸(作废)	节日春节	69707				4	8870000		1423436400		20		1							144																				4			
11693	翔舞包装纸(作废)	节日春节	69708				4	20140000		1423436400		20		1							144																				4			
11694	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11695	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11696	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11697	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11698	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11699	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11700	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11701	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11702	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11703	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11704	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11705	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11706	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11707	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11708	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11709	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11710	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11711	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11712	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11713	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11714	福气东来(作废)	节日春节	69709				2			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11715	步步生财(作废)	节日春节	69730	3	0	0	3	0	1	1456700399	0	1	0	1	0	1	scripts\Map\节日春节\item\包装礼盒.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
11716	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11717	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11718	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11719	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11720	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11721	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11722	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11723	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11724	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11725	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11726	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11727	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11728	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11729	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11730	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11731	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11732	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11733	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11734	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11735	步步生财(作废)	节日春节	69730				3			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11736	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11737	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11738	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11739	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11740	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11741	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11742	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11743	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11744	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11745	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11746	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11747	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11748	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11749	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11750	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11751	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11752	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11753	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11754	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11755	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11756	鼓乐盈天(作废)	节日春节	69751				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11757	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11758	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11759	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11760	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11761	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11762	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11763	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11764	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11765	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11766	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11767	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11768	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11769	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11770	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11771	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11772	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11773	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11774	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11775	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11776	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11777	舞动新春(作废)	节日春节	69772				4			1456700399			0	1	0		scripts\Map\节日春节\item\包装礼盒.lua				144																				4			
11778	新春灯笼	帮会领地	69793	3	0	0	0	0	1	0	0	1	1	0	1	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11779	武阵·虎驭	节日春节	69794	3	0	0	4	0	3	300	1	1	1	0	0	0	scripts\Map\节日春节\item\虎驭.lua	0	0	0	144	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	3	3		
11781	山河宴绑定	节日春节	4488	14	6	0	4	11435	3	0	0	20	1	1	0	1	scripts\Craft\套餐道具使用.lua			80	0	70	0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0			
11782	汉宫宴绑定	节日春节	4489	14	6	0	4	11435	3	0	0	20	1	1	0	1	scripts\Craft\套餐道具使用.lua			80	0	70	0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0			
11783	东海宴绑定	节日春节	4491	14	6	0	4	11435	3	0	0	20	1	1	0	1	scripts\Craft\套餐道具使用.lua			80	0	70	0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0			
11784	南山宴绑定	节日春节	4490	14	6	0	4	11435	3	0	0	20	1	1	0	1	scripts\Craft\套餐道具使用.lua			80	0	70	0	0	0	0	0	0	1	1	1	9	1	0	7	0			0	0	0			
11785	海誓山盟简化版	节日春节	69800	3	0	0	4	0	3	0	0	10	1	1	0	1	scripts/Map/世界通用/item/海誓山盟无公告版.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11786	灵石	节日春节	69801	3	0	0	4	0	3	0	0	10	1	1	0	1	scripts/Map/世界通用/item/灵石.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11787	隐元秘宝·朝暮令	世界通用	69802	3	0	0	3	0	3	2592000	20	20	1	1	0	1	scripts\Map\世界通用\item\朝暮令-二选一帮贡威望互换.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	3	3		
11788	真·九天·逍遥	世界通用	69803	3	0	0	4	0	3	0	1	1	1	0	0	0	scripts\item\运营网吧活动道具.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11789	造化散（废弃）	废弃代币	68797	3	0	0	0	250000	3	0	20	20	1	1	1	1		0	0	0	145	80	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11790	下品造化散（废弃）	废弃代币	68798	3	0	0	0	250000	3	0	20	20	1	1	1	1		0	0	0	145	80	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
11791	战意雷霆佩·日	阵营特殊道具	69804	3	0	0	3	0	3	2592000	20	1	1	1	0	1	scripts\Map\世界通用\item\战意雷霆佩-增加战阶升级积分.lua	0	0	0	144	68	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	3	3		
11792	战意雷霆佩·月	阵营特殊道具	69805	3	0	0	2	0	3	604800	20	20	1	1	0	1	scripts\Map\世界通用\item\战意雷霆佩-增加战阶升级积分.lua	0	0	0	144	68	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	3	3		
11793	隐元秘宝·战魂马具	世界通用	69806	8	1	0	4	0	3	0	1	1	0	0	0	1	scripts\item\box.lua	0	0	0	144	20	0	0	0	0	0	0	1	1	1	16	1	0	7	0			0	62	0			
11794	西山秘宝·遗失的美好	世界通用	69807	3	0	0	5	0	3	0	1	1	0	0	0	1	scripts\Map\世界通用\item\遗失的美好-历次充值促销物品.lua	0	0	0	144	20	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11795	情比金坚	节日七夕	69808	2	0	0	4	0	3	18000	1	1	1	0	0	1	scripts\Map\节日七夕\item\情.lua	0	0	0	146	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	3	3		
11796	深情厚谊	节日七夕	69809	2	0	0	4	0	3	18000	1	1	1	0	0	1	scripts\Map\节日七夕\item\情.lua	0	0	0	146	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	3	3		
11797	化情	节日七夕	69810	2	0	0	4	0	3	18000	1	1	1	0	0	1	scripts\Map\节日七夕\item\化情.lua	0	0	0	146	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	3	3		
11798	宇晴的月季花	节日七夕	69811	3	0	0	3	0	1	1333234800	200	20	1	1	1	1	scripts\Map\节日七夕\item\宇晴的月季花.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
11799	陈月喜爱的月季花	节日七夕	69812	3	0	0	4	0	3	1333234800	1	1	1	0	0	1	scripts\Map\节日七夕\item\陈月喜爱的月季花.lua	0	0	0	146	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
11800	暮翠朝红桃花灯	节日七夕	69813	2	0	0	2	0	3	0	200	1	1	1	0	1	scripts\Map\节日七夕\item\暮翠朝红桃花灯.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11801	雪虎骨	纯阳	69814	3	0	0	1	0	1	0	1	1	0	0	0	1		0	0	0	0	0	0	0	0	0	1	0	1	1	1	20	2	0	7	0			0	0	0	3		
11802	乾坤劫道罗盘	美人图活动	69815	3	0	0	2	0	3	0	1	1	0	0	0	1	scripts/Map/美人图白帝城/item/牛车探测器.lua	0	0	0	147	60	0	0	0	0	1	0	1	1	1	20	2	0	7	0			0	0	0	3		
11803	苍剑赤旗	马具	5319	3	0	3	4		3	0	0	1	0	0	1	1	scripts\Map\世界通用\item\新老马具转换.lua	0	0	70	0	20	0	0	0	0	0	0	1	1	1	5	3	0	7	0			10003					
11804	绸巾	藏剑山庄	69817	2	0	0	1	0	3	0	1	1	1	0	0	1	scripts\Map\藏剑山庄\item\绸巾.lua	0	0	0	146	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11805	隐元秘宝·师徒情真·甲	师徒系统	69818	8	1	0	3	0	3	0	1	1	0	0	0	1	scripts\item\box.lua	0	0	80	144	80	0	0	0	0	0	0	1	1	1	16	1	0	7	0			0	63	0			
11806	隐元秘宝·师徒情真·乙	师徒系统	69819	8	1	0	3	0	3	0	1	1	0	0	0	1	scripts\item\box.lua	0	0	80	144	80	0	0	0	0	0	0	1	1	1	16	1	0	7	0			0	64	0			
11807	隐元秘宝·师徒情真·丙	师徒系统	69820	8	1	0	4	0	3	0	1	1	0	0	0	1	scripts\item\box.lua	0	0	80	144	80	0	0	0	0	0	0	1	1	1	16	1	0	7	0			0	65	0			
11808	隐元秘宝·师徒情真·丁	师徒系统	69821	8	1	0	4	0	3	0	1	1	0	0	0	1	scripts\item\box.lua	0	0	80	144	80	0	0	0	0	0	0	1	1	1	16	1	0	7	0			0	66	0			
11809	隐元秘宝·师徒情真·戊	师徒系统	69822	8	1	0	4	0	3	0	1	1	0	0	0	1	scripts\item\box.lua	0	0	80	144	80	0	0	0	0	0	0	1	1	1	16	1	0	7	0			0	67	0			
11810	乌龟蛋	七秀	69823	2	0	0	1	0	3	0	5	5	1	1	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11811	杵臼	七秀	69824	2	0	0	1	0	3	0	1	1	1	0	0	1	scripts/Map/七秀/item/捣药.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11812	水产	七秀	69825	2	0	0	1	0	3	0	0	1	1	0	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11813	茶点	七秀	69826	2	0	0	1	0	3	0	1	1	1	0	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11814	化谊	节日七夕	69829	2	0	0	4	0	3	18000	1	1	1	0	0	1	scripts\Map\节日七夕\item\化谊.lua	0	0	0	146	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	3	3		
11815	新茶叶	七秀	69830	2	0	0	1	0	3	0	1	1	1	0	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11816	清茗	七秀	69833	2	0	0	1	0	3	0	3	3	1	1	0	1	scripts/Map/七秀/item/伴舞清茗.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11817	乾坤劫道罗盘	美人图活动	69815	2	0	0	1	0	3	0	1	1	0	0	0	1	scripts/Map/美人图白帝城/item/牛车探测器.lua	0	0	0	147	60	0	0	0	0	1	0	1	1	1	20	2	0	7	0			0	0	0	3		
11818	阵营先锋行进图	世界活动	69837	2	0	0	3	0	3	86399	2	1	1	0	0	1	scripts\Map\可人和莫雨的突袭活动\item\阵营先锋行进图.lua	0	0	0	144	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	3	3		
11819	霹雳弹	会战唐门	69838	2	0	0	1	0	1	0	0	20	1	1	0	1		3761	1	0	0	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	0	3		
11820	麻醉散	会战唐门	69839	2	0	0	1	0	1	0	0	20	1	1	0	1		3767	1	0	0	0	0	0	0	0	0	1	1	1	1	20	2	0	7	0			0	0	0	3		
11821	环首锁	会战唐门	69840	2	0	0	3	0	3	0	1	1	1	0	0	1	scripts\Map\会战唐门\item\环首锁.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	0		
11822	唐门特殊武器道具	会战唐门	69841	3	0	0	0	0	1	0	0	1	1	0	1	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	3		
11823	一叠白鹿纸	阅读材料	69842	3	0	0	2	10000	1	0	0	20	1	1	1	1	scripts\Craft\材料合成.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	10	7	0	7	0			0	0	0	3		
11824	一叠粉蜡笺	阅读材料	69843	3	0	0	2	20000	1	0	0	20	1	1	1	1	scripts/Craft/材料合成.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	10	7	0	7	0			0	0	0	3		
11825	一叠浣花笺	阅读材料	69844	3	0	0	2	3000	1	0	0	20	1	1	1	1	scripts/Craft/材料合成.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	10	7	0	7	0			0	0	0	3		
11826	一叠玉版纸	阅读材料	69845	3	0	0	2	10000	1	0	0	20	1	1	1	1	scripts/Craft/材料合成.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	10	7	0	7	0			0	0	0	3		
11827	一股霓霞线	生活技艺_缝纫材料	69846	3	3	0	2	20000	1	0	0	20	1	1	1	1	scripts/Craft/材料合成.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	10	4	0	7	0			0	0	0	3		
